id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1198461322238868922,Central apartment nearthe subway,155617522,Amelie,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99518,23.72913,Entire home/apt,39,1,31,2024-12-16,5.81,34,266,31,00003115194
1198475287221000805,Polymnia Rastoni Acropolis,586765683,Mamalema,,ΑΚΡΟΠΟΛΗ,37.9670088,23.7238233,Entire home/apt,120,1,0,,,16,251,0,1351522
1198482391996901531,Little Gaia | Superb Buffet Breakfast Included,229526838,Alexander,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98021980336162,23.723792769192844,Entire home/apt,76,1,35,2024-12-02,6.36,11,346,35,00002720974
1198486367049116003,Urania Rastoni Acropolis Suites,586765683,Mamalema,,ΑΚΡΟΠΟΛΗ,37.9670088,23.7238233,Entire home/apt,136,1,0,,,16,262,0,1351522
1198499262724853204,Calliope Rastoni Acropolis,586765683,Mamalema,,ΑΚΡΟΠΟΛΗ,37.9670088,23.7238233,Entire home/apt,128,1,0,,,16,267,0,1351522
1198499898900067672,Bright & Stylish 2BR Apt with Premium Decor!,99848493,Konstantinos,,ΠΑΓΚΡΑΤΙ,37.97120757040597,23.749940034364517,Entire home/apt,58,2,10,2024-12-12,2.19,1,18,10,00002793056
1198577167245029246,Color Bliss Pagrati Apartment,60982106,Ioannis,,ΠΑΓΚΡΑΤΙ,37.9696076,23.7442323,Entire home/apt,50,2,4,2024-09-21,0.86,16,114,4,00002790990
1198624701047345427,Sweet and Spicy number 22 Neos,180724995,Co And Living,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9528,23.72434,Entire home/apt,45,25,0,,,5,225,0,00002797702
1198630466683459417,Στον σταθμό Άγιος Ελευθέριος,172856849,Μαρια,,ΑΝΩ ΠΑΤΗΣΙΑ,38.017240545445745,23.734958478297568,Entire home/apt,52,1,0,,,2,299,0,00003082197
1198688161785553475,The Meta Stay - Sunny Getaway with Rooftop Access,587385698,Sokratis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98404800000001,23.7173913,Entire home/apt,62,1,52,2024-12-15,9.63,12,328,52,00002759308
1198951254585041803,Acropolis Eternal Mansion by YHA,53824000,Leonidas,,ΑΚΡΟΠΟΛΗ,37.9682924966001,23.723709266390795,Entire home/apt,,1,3,2024-09-02,0.59,25,346,3,00002760798
1199018764264584586,Urban Shiny Studio5 - 5'min from historic center,90390850,Evan&Anetta,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98466,23.73077,Entire home/apt,33,2,30,2024-12-02,6.00,87,91,30,2227763
1199057382969496154,Athens City Center Cozy Apt,547819668,Metropolis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96087601775033,23.72524983780714,Entire home/apt,,4,0,,,6,0,0,00000204536
1199061733895195696,Spacious Family & Group Apt | Easy Metro Access,589298289,Tzouant,,ΠΑΓΚΡΑΤΙ,37.9732723,23.7470345,Entire home/apt,70,1,8,2024-12-18,2.20,2,174,8,2785338
1199079998401349669,Charming Garden Studio with Easy Metro Access,589298289,Tzouant,,ΠΑΓΚΡΑΤΙ,37.97327,23.74703,Entire home/apt,46,1,10,2024-12-01,2.75,2,161,10,2785338
1199080277260016087,Metaxourgio 3 persons apartment,182156346,Maryland,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98612,23.71702,Entire home/apt,45,1,0,,,64,270,0,00002675710
1199090515483859978,Hilton Cozy Nook,547819668,Metropolis,,ΙΛΙΣΙΑ,37.97201,23.75722,Entire home/apt,,2,0,,,6,0,0,00002752709
1199130296466037387,Heart of Athens Filis,589327671,Georgios,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9924203,23.7280012,Entire home/apt,75,2,2,2024-10-31,0.70,1,364,2,00305746006
1199152552346142742,Athenian Home with Acropolis View,444906990,Smart Plan,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98207147905474,23.718863154550956,Entire home/apt,68,1,2,2024-10-20,0.43,29,228,2,00002881928
1199169175697139802,Glimmer 2-Bedroom Apartment in Athens,488562112,Roland,,ΠΑΓΚΡΑΤΙ,37.96732,23.74537,Entire home/apt,102,2,8,2024-11-11,1.67,25,152,8,00002746415
1199195737307528306,Elegant Retreat in Plaka steps from the Acropolis,482752817,HAUSolutions,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9712288,23.7313705,Entire home/apt,117,2,0,,,17,262,0,00002786733
1199225080194982578,MELO Athens - Posh room w/ private jacuzzi,246740983,By PAME,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9781493,23.7249901,Private room,,1,1,2024-11-15,0.71,1,345,1,00001227504
1199279970682880068,Eva's Urban Penthouse close to transport,589408434,Evanthia,,ΓΚΥΖΗ,37.9909233,23.7482736,Entire home/apt,80,2,10,2024-12-04,1.91,1,271,10,00002731816
1199454615558204308,A Very Friendly and Central Home,136404469,Sarp,,ΝΙΡΒΑΝΑ,38.0085229,23.7279086,Entire home/apt,34,1,2,2024-12-08,2,1,216,2,00002793651
1199755356586947605,ΑΝΕΤΟ ΣΤΟΥΝΤΙΟ,586392541,Androniki,,ΝΙΡΒΑΝΑ,38.00472356326032,23.725545158519516,Entire home/apt,38,2,8,2024-11-13,2.16,2,81,8,00002760192
1199806289847476663,Athens Penthouse Aparthotel Suite No 1,431468257,Κωνσταντίνος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9819262,23.7298238,Private room,,1,0,,,11,356,0,1364564
1199817834836332797,Queen Suite,589571829,Κωνσταντίνος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98009032577506,23.729944188665517,Entire home/apt,,1,0,,,2,0,0,1231628
1199818207039973253,Cozy 2BD aprtmnt in Ilisia Park,346980271,Andreas,,ΙΛΙΣΙΑ,37.97592,23.75402,Entire home/apt,140,2,0,,,1,364,0,00002765139
1199818602189344737,Penthouse with Acropolis View,589571829,Κωνσταντίνος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98049,23.73019,Entire home/apt,,1,0,,,2,0,0,1231628
1199870697676016790,Boutique flat in central Athens,54337856,Ioannis,,ΓΟΥΔΙ,37.9801116,23.7583186,Entire home/apt,30,90,12,2024-08-30,2.21,1,268,12,00000959587
1200525753339901710,The Meta Stay - Rooftop Access Downtown Studio,587385698,Sokratis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98404800000001,23.7173913,Entire home/apt,54,1,51,2024-12-24,9.56,12,321,51,00002759174
1200755869855734438,Athens Sfaelou Stylish 1BD Apt with View Balcony,584615565,Zhang,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9922561,23.7545427,Entire home/apt,41,1,1,2024-12-03,1,28,321,1,00002635816
1200817457445947683,Athens Cozy 1BD Apt with Bal Near Larissa Metro,584615565,Zhang,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9962628,23.7234996,Entire home/apt,29,1,3,2024-10-05,0.68,28,357,3,00002496130
1200846910834844554,Small cute apartment,100689472,Sophia,,ΠΑΓΚΡΑΤΙ,37.970078111121595,23.746458185226057,Entire home/apt,33,1,19,2024-12-09,4.07,1,151,19,00589851114
1200886399729008126,Happy Flat Next to the Metro,348732534,Elena,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.0193968,23.7303436,Entire home/apt,40,1,12,2024-11-05,2.34,3,193,12,00002795406
1201065769153699451,Maria Callas Apartment Kolonaki,564434788,Aristotelis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98375,23.73769,Entire home/apt,49,1,4,2024-11-11,0.84,3,337,4,00002780190
1201181235552704581,Angie’s Cozy Hideaway Apartment,589916915,Ελενη,,ΚΥΨΕΛΗ,37.99808760000001,23.7404818,Entire home/apt,83,1,1,2024-08-03,0.21,1,238,1,00002790460
1201246867955983697,Double Room with Balcony,489713291,Theodore,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9813536,23.736821,Private room,157,1,0,,,7,358,0,1335289
1201268201790729850,Cozy apartment in the Heart of Athens,553131116,Σονια,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.000401462596336,23.724740991977324,Entire home/apt,46,2,6,2024-11-24,1.25,1,320,6,00002794982
1201308766853111535,Mellow 2-Bedroom Apartment in Athens,488562112,Roland,,ΠΑΓΚΡΑΤΙ,37.96704200725891,23.7531789474604,Entire home/apt,103,2,13,2024-11-30,2.50,25,351,13,00002789441
1201311097557197860,The Meta Stay -Rooftop Access Sunny 2bdr Apartment,587385698,Sokratis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98404800000001,23.7173913,Entire home/apt,84,1,56,2024-12-23,10.77,12,331,56,00002759313
1201351673220536756,NEW Boutique Athens Heartbeat Kypseli !,388145692,Ιωαννα,,ΚΥΨΕΛΗ,38.00241235099889,23.740510728437144,Entire home/apt,59,1,29,2024-12-20,5.44,2,360,29,00002596430
1201422917530006280,Maison7 Apartment,248409239,Ιωάννης Άγγελος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9778789,23.7230957,Entire home/apt,86,1,2,2024-09-08,0.41,25,338,2,00002682255
1201441185221629593,Luxurious Studio in the Heart of Athens,564620604,Κατερινα,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9757335,23.7305499,Entire home/apt,50,1,12,2024-11-15,2.43,2,296,12,00002782380
1201450791680883903,Αθήνα κεντρικά - κοντά σε όλα,242273982,Ευστρατιος,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9841175781142,23.72149373660205,Entire home/apt,62,3,0,,,1,204,0,00002800076
1201582910687627830,Ath Urban Loft,590040879,Stelios,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01960880622578,23.72936502099037,Entire home/apt,70,1,4,2024-09-03,0.90,1,292,4,00002344125
1201662442719872597,v&k apartment,589778755,Μιγκενα,,ΠΑΤΗΣΙΑ,38.01415739999999,23.7363468,Entire home/apt,36,1,6,2024-12-24,1.15,1,315,6,00002799546
1201772811366824101,Aliki Vougiouklaki Apartment,564434788,Aristotelis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98315,23.73774,Entire home/apt,48,1,4,2024-11-23,0.93,3,350,4,00002780201
1201784123685668371,Aristotle Onassis lux Apartment,564434788,Aristotelis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9822964193577,23.737766066053165,Entire home/apt,62,1,9,2024-11-03,2.20,3,330,9,00002780137
1201876645020749149,ANhome K11 Service Apartment B1,528830753,Anhome,,ΠΑΤΗΣΙΑ,38.01464,23.73342,Entire home/apt,,1,1,2024-09-15,0.29,47,208,1,00002873221
1201953315765590852,Culture Retreat 2 near Archaeological Museum,20104194,Upstreet,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98915193841868,23.73283174441305,Entire home/apt,78,2,14,2024-12-14,2.71,125,359,14,00002890940
1201960985396578755,Perfect choice for your stay in central Athens,65714690,Despoina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.988445526564156,23.727094188587415,Entire home/apt,42,2,4,2024-09-14,0.76,23,210,4,00002788620
1201963187515867774,The Blue Dream 2!,70297345,Stavros,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000689,23.7274027,Entire home/apt,31,1,20,2024-12-17,4.29,19,302,20,00002726672
1201971405087402113,Your Haven in Kolonaki - 1Bdr - Didotou,590019548,Sara,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98258,23.73648,Entire home/apt,95,1,3,2024-09-09,0.66,1,361,3,00002751648
1202084709141935832,Spacious apartment at Exarchia,590161907,Lar,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9864829,23.7351179,Entire home/apt,100,2,5,2024-10-28,1.35,3,17,5,00002789234
1202119820470775311,Exceptional Living Loft 401,20104194,Upstreet,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9562,23.72785,Entire home/apt,82,2,3,2024-12-11,0.80,125,276,3,00002829271
1202123216029045151,"Cozy Apartment @Panormou Metro, Athens City Center",590174928,Ilias,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9950908,23.764653,Entire home/apt,55,2,17,2024-12-16,3.38,1,75,17,00002800300
1202150984226489418,Athenian Escape,5456459,Panos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9878772,23.7638309,Entire home/apt,65,3,1,2024-12-04,1,3,347,1,00002758959
1202175868649524618,Athens North Cozy 1BD Apt Near Public Park,584615565,Zhang,,ΝΙΡΒΑΝΑ,38.0148262,23.7209757,Entire home/apt,32,1,3,2024-11-09,0.63,28,364,3,00002515098
1202177750949555169,Acropolis Hill House,590194818,Αντωνια,,ΑΚΡΟΠΟΛΗ,37.9686584,23.7263869,Entire home/apt,120,3,1,2024-09-28,0.34,1,218,1,00002801780
1202202195012153034,Charming apartment at Petralona.,32893232,Κωνσταντινος,,ΠΕΤΡΑΛΩΝΑ,37.9690599,23.7102864,Entire home/apt,70,2,1,2024-08-07,0.21,1,0,1,00002800953
1202231092858307115,kolonaki view apartment,96343098,Antonis,,ΚΟΛΩΝΑΚΙ,37.97791011910077,23.751108795254954,Entire home/apt,87,2,0,,,5,242,0,00002701091
1202320760081029309,xenia-nikos apartment near metro,590247761,Νικολαος,,ΣΕΠΟΛΙΑ,38.00676,23.7171,Entire home/apt,40,3,1,2024-08-01,0.20,1,52,1,00002807090
1202352681592852245,Η Φωλιά,590257049,Konstantinos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9901975,23.7577025,Entire home/apt,42,2,4,2024-09-06,0.75,1,65,4,00002311559
1202687096326414242,"5 min from metro, near center",342519248,Isobel,,ΚΟΛΩΝΟΣ,37.99277,23.71646,Private room,18,1,5,2024-12-10,4.69,2,350,5,00003017648
1202695169679896616,Lovely Family Home VIPGreece,189967864,Αριστειδης,,ΝΙΡΒΑΝΑ,38.0101287,23.7277767,Entire home/apt,45,1,5,2024-09-09,1.01,40,251,5,00002800321
1202762092259129579,new loft apartment,345967578,Αναστασία,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9898694,23.7628448,Entire home/apt,47,2,3,2024-10-12,0.62,1,347,3,Exempt
1202769634821092617,Stunning Acropolis View 2BR Apartment,20104194,Upstreet,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96713,23.72817,Entire home/apt,188,2,28,2024-12-18,5.75,125,177,28,00002796944
1202788470873389075,Cozy Flat in Pagrati - 100 Mbps,578782436,Koralia,,ΠΑΓΚΡΑΤΙ,37.97257182405604,23.749206784655748,Entire home/apt,38,1,7,2024-11-21,1.42,2,357,7,00002627513
1203339377057868454,Elegant and spacious penthouse,584181126,Zeev,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9912015,23.722707,Entire home/apt,64,2,7,2024-11-28,1.89,1,360,7,00002818196
1203368992398703988,Pangrati Eco-Chic Oasis-1BR/4P,28624357,William,,ΓΟΥΒΑ,37.96241,23.7432,Entire home/apt,81,1,2,2024-11-11,1.30,5,159,2,00002797521
1203386018544286814,Panoramic Acropolis View Suite,114156592,Vasileios,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.964715,23.7265849,Entire home/apt,,1,11,2024-12-15,2.66,58,290,11,00002785322
1203418915134848678,Athens DT - H40 -Top floor- Acropolis view,272057162,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98285,23.72746,Entire home/apt,68,1,0,,,1,275,0,00002851624
1203421957848995034,Modern studio in Psiri,590161907,Lar,,ΚΕΡΑΜΕΙΚΟΣ,37.9805812,23.7233475,Entire home/apt,60,2,6,2024-11-06,1.73,3,349,6,00002789786
1203473118666886741,"Syntagma square, 45sqm cozy",560466060,George,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97592,23.73223,Entire home/apt,116,1,4,2024-10-08,1.03,10,256,4,00002478136
1203475238891397317,Gaia Apartment Athens,590561746,Σπηλιος,,ΝΙΡΒΑΝΑ,38.0090678,23.727203,Entire home/apt,54,3,6,2024-11-23,1.27,1,346,6,00002800619
1203509720974951758,Comfy 2 bedroom apartment in Exarchia,507729052,Alex,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9876396,23.7408827,Entire home/apt,45,2,17,2024-12-05,3.33,7,86,17,00002746542
1203518242175098746,Athens Studio,589155583,Evangelia,,ΠΟΛΥΓΩΝΟ,37.9960009,23.7491553,Entire home/apt,50,1,0,,,1,365,0,2773856
1203524361829332049,Kolonaki Elegance Residence,20104194,Upstreet,,ΚΟΛΩΝΑΚΙ,37.98027763764604,23.73655283840577,Entire home/apt,130,2,12,2024-11-11,2.69,125,341,12,00003044904
1203555240505280715,Modern studio in Psiri 2,590161907,Lar,,ΚΕΡΑΜΕΙΚΟΣ,37.9805812,23.7233475,Entire home/apt,60,2,4,2024-10-02,0.98,3,349,4,00002789803
1203580869013567878,Minimal Stoudio,590598785,Ζωη,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98586940262807,23.723023683508988,Entire home/apt,48,3,0,,,1,364,0,00002807138
1203601361997930340,GK Niki Family Apartment,24703234,GK Properties,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97365,23.73433,Entire home/apt,85,1,24,2024-12-15,5.22,24,253,24,00002792872
1203627560019110983,central cozy nest,96343098,Antonis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98755801867611,23.746952696159447,Entire home/apt,70,2,1,2024-10-20,0.45,5,259,1,00002609997
1203703035737501565,Large Cozy Apartment near Acropolis free Netflix,572583955,Mate Gergo,,ΠΑΓΚΡΑΤΙ,37.96959975829691,23.748144172132015,Entire home/apt,70,3,7,2024-12-18,1.40,1,214,7,00002813750
1203707854412519543,casa Somos Suenos Room 1,4207519,Spyridoula Trimmi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.986644,23.7366725,Entire home/apt,80,1,6,2024-12-13,1.59,4,363,6,00002811449
1204054806314760701,Luxurious Suite of Athens,590742236,Μυρων,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9902459,23.7280496,Entire home/apt,35,3,4,2024-12-09,0.85,1,269,4,2655669
1204157455350031137,Book Homes Athens - Attic side Acropolis View,582853485,George,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9659082,23.7273519,Entire home/apt,110,1,0,,,2,341,0,00002632061
1204174122209733138,The Blue Dream 1!,70297345,Stavros,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000689,23.7274027,Entire home/apt,29,1,18,2024-11-24,3.78,19,231,18,00002726710
1204193202282599776,Central & Cozy Apartment,570534233,Thanos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98302,23.72275,Entire home/apt,59,2,15,2024-11-05,2.96,4,49,15,00002712873
1204377078150297535,Exarcheia cozy nest,571535642,Linda,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98595,23.74212,Entire home/apt,44,2,9,2024-12-23,1.75,1,30,9,00002818601
1204852862757639489,casa Somos Suenos Room 2,4207519,Spyridoula Trimmi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.986644,23.7366725,Entire home/apt,90,2,2,2024-09-17,0.56,4,363,2,00002812397
1204888652609007105,Athens Comfort Near Acropolis,590960316,Georgios,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96173947623528,23.728162522090155,Entire home/apt,52,1,13,2024-11-11,3.55,1,202,13,00002743467
1204944333575758006,Ble Elia Karyatis Suite,134912750,Αργυρώ,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9670125,23.7250327,Entire home/apt,50,1,19,2024-11-10,3.70,7,357,19,00002775919
1204963229232742856,Pink Lemon 18th Century Villa,561480055,Epameinondas,,ΚΕΡΑΜΕΙΚΟΣ,37.9802921,23.7175367,Entire home/apt,800,1,0,,,8,220,0,00002458191
1205023353029771671,Δωμάτιο 3,61578668,Mixalis,,ΚΟΛΩΝΑΚΙ,37.98115,23.73872,Entire home/apt,66,1,1,2024-08-02,0.21,4,360,1,00002766193
1205050075126598085,"Rooftop near 
Acropolis+terrace",591009718,Ελενα,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9625885,23.7315191,Entire home/apt,69,1,0,,,1,269,0,00001463820
1205068766178347464,"Fresh&comfy4family 
& friends.",197213015,Ipek Gamze,,ΣΤΑΔΙΟ,37.96590135167952,23.74279185637213,Entire home/apt,80,3,6,2024-10-06,1.17,3,72,6,00002368231
1205146073803583225,Stylish Artistic Flat with view • ③ min to ℳetro,591043177,Ioannis,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.994478471676494,23.720343629306925,Entire home/apt,60,1,6,2024-12-22,1.30,1,335,6,00002765532
1205181410872523834,601,269559537,Dimi,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.992314316141325,23.72648726216279,Entire home/apt,53,2,21,2024-12-02,4.04,4,313,21,00002471558
1205627906360012316,Koukaki Gem: Chic 2BD Apt by the Acropolis,591153427,Guy,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96658549865856,23.724614158272743,Entire home/apt,109,2,5,2024-11-11,1.17,1,260,5,2818400
1205629518310248298,traditional home in the heart of Athens,591153962,Ελπίς,,ΘΗΣΕΙΟ,37.97427,23.7159,Entire home/apt,62,2,20,2024-11-14,4.00,1,8,20,00002787171
1205698076706529753,Sharing can change the world!,228706578,Iro,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.965063,23.7243027,Private room,20,1,11,2024-10-28,2.31,2,34,11,00002758816
1205746149820430786,Apartment with a view in Athens,324919868,Μαργαριτα,,ΙΛΙΣΙΑ,37.97631,23.7534,Entire home/apt,59,2,7,2024-12-04,1.86,1,291,7,00002813378
1205978466566089620,Athens Plaka Nicks Retro Flat,46086131,Antonis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9745775,23.7287358,Entire home/apt,64,1,5,2024-11-11,1.05,10,264,5,00002801706
1206246393491857889,Cosy Athens Downtown Apartment,591354042,Arachovis,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98298,23.7371,Entire home/apt,52,1,4,2024-12-01,0.79,1,293,4,00002765569
1206340885720549976,Dreamy Acropolis View Retreat w/ Spacious Patio,591375601,Panagiotis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9650271,23.7267217,Entire home/apt,188,1,29,2024-12-23,5.84,2,157,29,00002807472
1206392352379969893,Stylish Apartment in the heart of Athens Center,591373193,MyVacations,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9742016,23.7331896,Entire home/apt,88,1,2,2024-09-26,0.57,1,278,2,00003031618
1206398987854363232,Luxury Central Stylish Condo 4' to Metro Station,591369946,Dritan,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.9964142,23.7214099,Entire home/apt,34,2,9,2024-12-10,2.20,2,263,9,00001800030
1206425687230743065,High Standards Home with Balcony Attiki Metro 3',591369946,Dritan,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.996088,23.7215058,Entire home/apt,33,2,7,2024-10-28,1.98,2,79,7,00001799945
1206429652726199922,"Large, stylish & central flat",13341543,Natalia,,ΘΗΣΕΙΟ,37.97818089827441,23.721886686980724,Entire home/apt,75,3,5,2024-12-07,1.67,1,277,5,00002920230
1206429709835924822,*Kosmos Residence* Luxury Apartment with Balcony,591399489,Lagoumitzi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9562845,23.7246899,Entire home/apt,97,1,4,2024-10-07,0.97,7,319,4,00002783195
1206436014788683619,*Kosmos Residence* Luxury & Modern Apartment,591399489,Lagoumitzi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9562845,23.7246899,Entire home/apt,99,1,0,,,7,340,0,00002783280
1206461184556630560,Orpheas | Athens center | Comfy apt,519360862,Zoe And Andreas,,ΓΚΑΖΙ,37.97708328658288,23.71070955767211,Entire home/apt,,1,1,2024-09-20,0.31,6,258,1,00002824800
1206485282671767855,Athens Stylish 2BD Apt Balcony Near Sepolia Merto,584615565,Zhang,,ΣΕΠΟΛΙΑ,38.0028927,23.7136645,Entire home/apt,47,1,2,2024-12-08,0.53,28,327,2,00002232242
1206488220388928554,Comfortable Hideaway. 10 min walk Koukaki,434156883,James,,ΑΚΡΟΠΟΛΗ,37.9653272387208,23.714457939947838,Entire home/apt,52,2,7,2024-11-20,1.84,7,77,7,00002407001
1206496935038979604,Athens Cozy 2BD Apt Balcony Near Sepolia Metro,584615565,Zhang,,ΣΕΠΟΛΙΑ,38.0031485,23.7146631,Entire home/apt,62,1,0,,,28,342,0,00002232200
1206527743325304041,Acropolis view in Lycabettus,591442821,Eleftherios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98451719700327,23.741852465935594,Entire home/apt,,2,4,2024-12-05,0.94,1,358,4,00002785035
1206536264290763092,Niki's house,235043252,Νίκη,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96204,23.73204,Entire home/apt,56,2,2,2024-10-13,0.76,1,365,2,00002814338
1206673190015189025,Athens Penthouse Boutique Aparthotel  Suite No 8,431468257,Κωνσταντίνος,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98086,23.73045,Private room,65,1,0,,,11,328,0,1364564
